optimizer,learning_rate,momentum,cpu,memory,time,epochs,predictions,dataset,loss,accuracy
adam,0.006954348319845907,0.8937072887819408,61.7214,76.2,83.7976,7,348.00244140625,15,0.06568517535924911,0.9739583134651184
adamax,0.003509573678567406,0.3176305056879667,61.7192,74.8385,123.2531,13,43.50030517578125,16,0.06438445299863815,0.9739583134651184
ftrl,0.0011281810875850887,0.8523338801988424,61.7429,74.625,160.8179,14,348.00244140625,15,0.15697413682937622,0.9583333134651184
nadam,0.004602148669434216,0.8858819125391806,61.7786,75.5857,75.0503,7,130.50091552734375,16,0.048676472157239914,0.9895833134651184
sgd,0.009481441349519379,0.9994867913478936,61.7125,75.2438,93.8042,8,304.50213623046875,16,0.01983749307692051,0.9947916865348816
rmsprop,0.006738674910084499,0.6962119826396789,61.7125,75.2062,89.7312,8,435.00305175781244,15,0.12484357506036758,0.984375
adadelta,0.005110374011430077,0.050663715906281825,61.7435,73.6226,343.8694,31,391.5027465820312,14,0.3523324728012085,0.7552083134651184
adagrad,0.00892511554513132,0.3856571897453044,61.5921,73.8605,183.7259,19,87.0006103515625,16,0.06236274167895317,0.9739583134651184
adam,0.0018825354306246107,0.5073759862399632,61.7167,75.9556,102.8803,9,304.50213623046875,16,0.07032416015863419,0.9635416865348816
adamax,0.009942195711778548,0.962298540600416,61.7286,75.3857,82.0415,7,435.00305175781244,16,0.08215085417032242,0.9791666865348816
ftrl,0.008541118732520891,0.7204212227808092,61.7143,72.8214,138.4787,14,87.0006103515625,16,0.05075143277645111,0.984375
nadam,0.009047947286498118,0.3507060029280581,61.7062,77.4875,76.858,8,43.50030517578125,16,0.04994935914874077,0.9739583134651184
sgd,0.0027527703878417495,0.01014447117248185,61.725,74.4531,165.9907,16,174.001220703125,16,0.061426792293787,0.9791666865348816
rmsprop,0.008148577513447995,0.5545959884352376,61.72,73.915,99.1858,10,43.50030517578125,16,0.16215407848358154,0.984375
adadelta,0.002974378874697991,0.8238121917354155,61.7406,73.5438,191.9158,16,304.50213623046875,11,0.7541677355766296,0.5
adagrad,0.007288588896088017,0.9220477697131259,61.7778,75.0556,98.873,9,391.5027465820312,16,0.12359047681093216,0.9479166865348816
adam,0.000550122302230627,0.3689216403976274,61.7867,72.47,158.1047,15,130.50091552734375,16,0.04740463197231293,0.9895833134651184
adamax,0.002010316499003453,0.3752890334806992,61.7579,74.1763,216.3938,19,348.00244140625,16,0.06641858071088791,0.984375
ftrl,0.009275923970554366,0.03578763085224512,61.7056,75.6667,92.2765,9,87.0006103515625,15,0.0734776109457016,0.9791666865348816
nadam,0.006214741404064711,0.24028580600100768,61.6786,74.5643,78.7912,7,174.001220703125,16,0.06371146440505981,0.9791666865348816
sgd,0.008005829487290637,0.2564577187980698,61.6812,74.0062,90.4693,8,261.0018310546875,16,0.06842824816703796,0.9739583134651184
rmsprop,0.008531572363928841,0.4759879329893093,61.715,73.01,102.8911,10,174.001220703125,16,0.06255432963371277,0.9895833134651184
adadelta,0.0004973823260284167,0.12153676013454451,61.7308,75.55,141.9232,13,261.0018310546875,11,0.7797643542289734,0.5729166865348816
adagrad,0.008315796778805798,0.6653145756596347,61.7577,76.1077,142.6324,13,304.50213623046875,16,0.08469050377607346,0.96875
adam,0.0009876237122303985,0.5257762444028345,61.765,77.49,111.0349,10,304.50213623046875,16,0.10590944439172745,0.9635416865348816
adamax,0.006335276214857047,0.49519366410176835,61.6417,74.9208,136.0834,12,348.00244140625,16,0.054986532777547836,0.9895833134651184
ftrl,0.0049050121465057,0.7372703692501322,61.6818,74.0909,113.5482,11,304.50213623046875,15,0.08209066838026047,0.9791666865348816
nadam,0.0012665324943159546,0.9815447992708971,61.75,75.6938,93.5711,8,348.00244140625,15,0.07868888229131699,0.9739583134651184
sgd,0.002978529089427714,0.9511205816860139,61.65,72.1714,86.5229,7,348.00244140625,16,0.08310814946889877,0.9635416865348816
rmsprop,0.0016516148298312498,0.12111508968062912,61.6062,75.15,81.4107,8,43.50030517578125,16,0.0332578644156456,0.9895833134651184
adadelta,0.006444572607946971,0.1894404033602919,61.6306,76.8236,369.6595,36,174.001220703125,16,0.2499322146177292,0.90625
adagrad,0.0011077445980932125,0.4774426729943432,61.755,74.97,109.4848,10,261.0018310546875,14,0.26462283730506897,0.8697916865348816
adam,0.0034573055457315614,0.18541971194698237,61.5944,74.6,97.9904,9,174.001220703125,16,0.05218922719359398,0.984375
adamax,0.004678226682711071,0.14471078701647988,61.6917,75.7208,121.7165,12,87.0006103515625,16,0.05877655744552612,0.984375
ftrl,0.005515955834038632,0.545994518415888,61.75,72.1357,79.7171,7,348.00244140625,15,0.14235331118106842,0.953125
nadam,0.0042840083142979555,0.9990590852483718,61.7667,76.25,72.7559,6,435.00305175781244,15,0.07832366228103638,0.9635416865348816
sgd,0.006039084206577177,0.6830790566548265,61.74,75.4,50.8183,5,43.50030517578125,16,0.039329756051301956,0.984375
rmsprop,0.003677655748244599,0.10873602626924328,61.6062,72.5938,90.0101,8,391.5027465820312,15,0.07919271290302277,0.984375
adadelta,0.0027085186061836745,0.9412603632631381,61.6094,75.9656,309.3819,32,217.50152587890622,15,0.40408623218536377,0.8385416865348816
adagrad,0.0039211848080024795,0.8709798917611392,61.6188,75.6,80.6345,8,43.50030517578125,16,0.09132879972457886,0.9635416865348816
adam,0.0073273608176321545,0.5153489471489877,61.6333,77.8667,32.9345,3,43.50030517578125,16,0.062004830688238144,0.9791666865348816
adamax,0.0037651417498888802,0.5687591141952139,61.5542,72.3625,134.1566,12,391.5027465820312,16,0.0562383271753788,0.984375
ftrl,0.00870809532997455,0.10763985289217715,61.5107,72.3286,155.871,14,348.00244140625,16,0.07660754770040512,0.984375
nadam,0.0012850016713066939,0.6159316619633278,61.5278,75.7889,88.3052,9,43.50030517578125,16,0.0370413102209568,0.9791666865348816
sgd,0.006401551676895632,0.1499246276578906,61.5625,73.3958,147.5081,12,435.00305175781244,16,0.09089085459709167,0.9791666865348816
rmsprop,0.0018037595181171805,0.31651861482070764,61.5,74.7571,75.7329,7,87.0006103515625,15,0.026613036170601845,0.9895833134651184
adadelta,0.006667772141129948,0.5716843038227977,61.5029,73.5229,349.6461,35,130.50091552734375,16,0.3019428551197052,0.84375
adagrad,0.008459324091467511,0.22195166692905688,61.5357,72.2857,79.8191,7,261.0018310546875,15,0.09650856256484985,0.9635416865348816
adam,0.009826008422030215,0.260157702437817,61.525,73.9417,64.2613,6,87.0006103515625,16,0.07343586534261703,0.96875
adamax,0.0023017802631118294,0.9957367399118925,61.5,75.7045,104.6989,11,43.50030517578125,15,0.07318677008152008,0.9583333134651184
ftrl,0.0037448430583870078,0.7365516643795104,61.5167,74.4444,107.0729,9,391.5027465820312,15,0.1729113906621933,0.9270833134651184
nadam,0.005750144776935965,0.2901751283527263,61.505,74.485,116.026,10,304.50213623046875,16,0.09115558117628098,0.96875
sgd,0.00791832361922412,0.2307631528235108,61.5125,75.95,99.9238,8,435.00305175781244,15,0.13537108898162842,0.9375
rmsprop,0.0013572127340276588,0.48947859981473096,61.5714,74.0429,83.0078,7,435.00305175781244,16,0.066606804728508,0.9791666865348816
adadelta,0.0035409920237598415,0.4523608494628174,61.5,74.7854,222.1476,24,87.0006103515625,15,0.44400596618652344,0.75
adagrad,0.0041295270750946874,0.7534202090905588,61.4964,73.3786,156.7758,14,435.00305175781244,16,0.09480231255292892,0.9583333134651184
adam,0.0038232339946956727,0.38655822905292914,61.5,72.3222,105.6707,9,348.00244140625,16,0.07193154841661453,0.984375
adamax,0.009445047839102603,0.8188034115725882,61.6125,77.3125,90.8406,8,174.001220703125,16,0.021358268335461617,1.0
ftrl,0.0035344646232225376,0.7485518358498452,61.4812,72.1687,96.6579,8,304.50213623046875,15,0.16290734708309174,0.9322916865348816
nadam,0.009663584751203498,0.8143454557783552,61.4857,74.8429,71.9692,7,43.50030517578125,15,0.03330912068486214,0.9895833134651184
sgd,0.005587545074997926,0.639498128679697,61.5318,74.7364,115.5439,11,217.50152587890622,16,0.0490538626909256,0.9791666865348816
rmsprop,0.005255585731140881,0.9375230016289742,61.5182,75.3682,117.5581,11,174.001220703125,16,0.8423867225646973,0.9791666865348816
adadelta,0.009423290864027375,0.8536948223235926,61.5132,73.4015,377.7841,34,261.0018310546875,16,0.20743650197982788,0.9010416865348816
adagrad,0.00565126455521838,0.5742413492626127,61.5143,72.0107,143.2934,14,130.50091552734375,16,0.05958429351449013,0.9791666865348816
adam,0.00019196423075648798,0.6323988909299119,61.5611,76.3611,210.5108,18,435.00305175781244,15,0.09968292713165283,0.9739583134651184
adamax,0.008168890050200828,0.7696325940112787,61.4389,73.9333,106.5505,9,348.00244140625,16,0.0305886622518301,0.9895833134651184
ftrl,0.008799460722952965,0.8803727814579785,61.5,77.06,52.9067,5,43.50030517578125,16,0.05475945398211479,0.9791666865348816
nadam,0.00262462501350968,0.5561459011921679,61.4654,73.2115,150.5993,13,391.5027465820312,15,0.13186748325824738,0.96875
sgd,0.007861215836327186,0.7716721897866161,61.475,73.2469,183.1282,16,435.00305175781244,16,0.0505380742251873,0.9895833134651184
rmsprop,0.006688346679192819,0.5989178787771601,61.4409,71.4545,126.6686,11,261.0018310546875,15,0.23657017946243286,0.9739583134651184
adadelta,0.0063291851737160105,0.27196259343428864,61.4788,72.5312,449.794,40,261.0018310546875,15,0.30099061131477356,0.8541666865348816
adagrad,0.005758823098484258,0.5214007888762623,61.4,76.365,109.8399,10,304.50213623046875,15,0.09011361002922058,0.9635416865348816
adam,0.005030227385777031,0.7422436575866853,61.4071,76.95,83.7993,7,261.0018310546875,15,0.036573950201272964,0.9947916865348816
adamax,0.004688075469942031,0.5862087820442508,61.4786,73.7393,146.6273,14,391.5027465820312,16,0.08261469751596451,0.96875
ftrl,0.006330151733671608,0.7737896947077184,61.4062,74.2844,186.9627,16,435.00305175781244,16,0.11089690774679184,0.953125
nadam,0.008322179304528677,0.21421676230225617,61.4611,74.9944,86.2707,9,43.50030517578125,15,0.0703498125076294,0.984375
sgd,0.0014819445625538158,0.6055276692878537,61.2,74.425,126.6655,12,217.50152587890622,16,0.06998133659362793,0.9895833134651184
rmsprop,0.00592363173462559,0.19833089251634473,61.3833,74.7583,62.4991,6,43.50030517578125,16,0.06373336911201477,0.984375
adadelta,0.002521354437963517,0.8453709403796994,61.5083,75.4,71.741,6,261.0018310546875,5,0.8226125836372375,0.5
adagrad,0.004932234473556741,0.4388415089572215,61.4214,75.8714,74.3833,7,130.50091552734375,16,0.10353678464889526,0.9583333134651184
adam,0.0042216947514449946,0.8517788281780153,61.41,76.21,100.4613,10,174.001220703125,16,0.09798168390989304,0.9635416865348816
adamax,0.001590341547627846,0.17400975866648039,61.4583,74.8167,66.8611,6,174.001220703125,16,0.14764592051506042,0.9635416865348816
ftrl,0.008981239969645572,0.9446565900727649,61.4029,72.05,178.9892,17,174.001220703125,16,0.07072430104017258,0.9791666865348816
nadam,0.0015964466301479374,0.5560265780313404,61.4679,73.4036,167.3781,14,435.00305175781244,16,0.07723178714513779,0.984375
sgd,0.006178630234871108,0.29332189041239376,61.3536,75.4393,151.1188,14,391.5027465820312,16,0.07086166739463806,0.96875
rmsprop,0.008410692957920412,0.1487636406438363,61.4464,73.0036,159.449,14,391.5027465820312,14,0.09099503606557846,0.9635416865348816
adadelta,0.003519586885802909,0.13918073726103541,61.475,76.2708,268.0951,24,348.00244140625,11,0.601011335849762,0.6666666865348816
adagrad,0.00023796327943869543,0.2590565992304257,61.5065,73.9978,254.0278,23,391.5027465820312,14,0.41175007820129395,0.7708333134651184
adam,0.003013058368079756,0.889982373745348,61.4214,72.3357,72.4169,7,43.50030517578125,15,0.10142859816551208,0.9635416865348816
adamax,0.00895829322827303,0.6237337260286915,61.4283,75.1261,249.1425,23,348.00244140625,15,0.09966006129980087,0.96875
ftrl,0.009196925091872334,0.9208632809041752,61.45,77.2583,64.632,6,174.001220703125,15,0.07021582126617432,0.9791666865348816
nadam,0.00913438791857207,0.8337339613720383,61.42,71.9033,180.0622,15,435.00305175781244,14,0.1838131546974182,0.96875
sgd,0.009478697168859865,0.9658030654100555,61.4091,73.9045,110.7613,11,43.50030517578125,16,0.08348087221384048,0.9791666865348816
rmsprop,0.001341356487166153,0.21148542271342707,61.45,75.73,98.9599,10,87.0006103515625,16,0.05343964323401451,0.984375
adadelta,0.0014383520274092601,0.8414031689306822,61.4,72.785,291.5837,30,87.0006103515625,11,0.6396911144256592,0.6614583134651184
adagrad,0.007734930997155885,0.9057447664180456,61.4068,73.1318,237.136,22,348.00244140625,14,0.09489455074071884,0.9635416865348816
adam,0.000815744625413899,0.17364675283033315,61.4,74.8,74.3149,7,130.50091552734375,15,0.061355721205472946,0.9791666865348816
adamax,0.007646021927582488,0.4823811180830997,61.325,75.42,109.4296,10,217.50152587890622,16,0.031353507190942764,0.984375
ftrl,0.006914288421633617,0.5627953118280463,61.4217,74.5022,256.1066,23,391.5027465820312,15,0.12169694900512695,0.9635416865348816
nadam,0.004475619318402821,0.29664410814491726,61.43,74.79,127.1514,10,348.00244140625,16,0.04911808669567108,0.9791666865348816
sgd,0.006321229705557531,0.7814849216901928,61.42,72.43,114.4935,10,348.00244140625,16,0.06531398743391037,0.9895833134651184
rmsprop,0.009370985603055595,0.40896026468235325,61.4542,75.5208,122.0252,12,174.001220703125,16,0.05621188506484032,0.9895833134651184
adadelta,0.002547894401102682,0.08872678754398755,61.4,73.0833,140.2202,12,304.50213623046875,7,0.7749688029289246,0.5104166865348816
adagrad,0.007203666504778589,0.4236429455116526,61.4833,73.71,167.6663,15,261.0018310546875,16,0.06687996536493301,0.9791666865348816
adam,0.0001172438759002495,0.30254241275088656,61.41,74.5567,168.4994,15,391.5027465820312,16,0.08358556032180786,0.984375
adamax,0.006420005954011367,0.5372638232594529,61.3833,73.6125,134.5632,12,217.50152587890622,16,0.09078482538461685,0.984375
ftrl,0.006846949223028039,0.5128995633849934,61.4214,74.1071,80.1771,7,261.0018310546875,15,0.09233202785253525,0.9791666865348816
nadam,0.003316523278769963,0.5937310442719247,61.3667,72.5167,68.5752,6,217.50152587890622,16,0.06054255738854408,0.9791666865348816
sgd,0.007462517905991577,0.8777562774173342,61.4667,74.95,70.2403,6,348.00244140625,14,0.11181052774190903,0.9739583134651184
rmsprop,0.0076449149183079705,0.920076242954047,61.4857,76.1571,84.5483,7,391.5027465820312,16,0.1338466852903366,0.9895833134651184
adadelta,0.0050183010607368315,0.06219939140733788,61.4526,74.3421,223.8882,19,435.00305175781244,10,0.545740008354187,0.6614583134651184
adagrad,0.005284341192685828,0.7000048238054154,61.4417,75.7167,140.6279,12,391.5027465820312,16,0.09569472074508667,0.9739583134651184
adam,0.006460181481280086,0.9005270049749323,61.4286,72.8429,78.2837,7,261.0018310546875,15,0.08623722195625305,0.9739583134651184
adamax,0.004221783033217335,0.8105175680040486,61.7071,71.6857,70.0399,7,43.50030517578125,15,0.06824254989624023,0.9739583134651184
ftrl,0.008070707395873369,0.6451417786977751,61.4275,74.3025,229.3851,20,435.00305175781244,16,0.09639538079500198,0.9739583134651184
nadam,0.000823741464109283,0.04757898880025857,61.4,73.825,84.5252,8,217.50152587890622,16,0.07178030163049698,0.9791666865348816
sgd,0.008847658685674884,0.34212952079759673,61.47,75.0633,173.9176,15,435.00305175781244,16,0.0708453580737114,0.9791666865348816
rmsprop,0.005340602551655313,0.5626408572517518,61.3688,74.2812,84.1739,8,130.50091552734375,15,0.12375891208648682,0.96875
adadelta,0.008387545786989796,0.9061449276995716,61.4404,75.1827,285.7531,26,435.00305175781244,16,0.38355064392089844,0.7395833134651184
adagrad,0.0011205120486618013,0.22639279111430244,61.3833,73.6067,176.6815,15,348.00244140625,15,0.19840086996555328,0.8958333134651184
adam,0.0028848955776645305,0.2415140082369619,61.4083,77.4083,68.567,6,304.50213623046875,16,0.09217509627342224,0.953125
adamax,0.006246304049516977,0.8972512468733043,61.4786,74.8929,69.0375,7,43.50030517578125,16,0.06657153367996216,0.9739583134651184
ftrl,0.0011119775531186144,0.5785482265610521,61.4722,73.7667,110.4212,9,435.00305175781244,15,0.19922848045825958,0.953125
nadam,0.0018705494999392935,0.5430599503183011,61.3773,73.9409,123.9954,11,391.5027465820312,16,0.07364911586046219,0.9739583134651184
sgd,0.00043310870842170604,0.7250546956963791,61.4312,74.725,168.4768,16,348.00244140625,14,0.13709385693073273,0.9583333134651184
rmsprop,0.0038658642282025594,0.3893237541971617,61.4214,76.3,84.8428,7,348.00244140625,16,0.05375668406486511,0.9791666865348816
adadelta,0.0019462920479377198,0.9659042617884168,61.4,74.11,97.5011,10,43.50030517578125,8,0.7340163588523865,0.5208333134651184
adagrad,0.0005071736280789221,0.607553840232416,61.4021,73.9896,249.287,24,261.0018310546875,14,0.21834109723567963,0.921875
adam,0.0014209921814775607,0.3620039603235592,61.4214,75.6357,84.4378,7,435.00305175781244,16,0.06289606541395187,0.9947916865348816
adamax,0.0029291041901853454,0.9554638446068119,61.4,74.7778,103.7089,9,261.0018310546875,16,0.055760692805051804,0.984375
ftrl,0.005295760715998751,0.4293565767710279,61.4,73.275,63.5063,6,87.0006103515625,15,0.10562162846326828,0.9739583134651184
nadam,0.0023503871650045393,0.8742183732937188,61.495,76.04,110.0876,10,217.50152587890622,16,0.04770535230636597,0.984375
sgd,0.0011850506629500267,0.566620318230097,61.39,74.56,105.3058,10,174.001220703125,16,0.08770181983709335,0.96875
rmsprop,0.006714977402288965,0.5941804472414428,61.4417,76.6833,68.1565,6,348.00244140625,14,0.09195611625909805,0.9583333134651184
adadelta,0.0072100627132192265,0.9424919285147648,61.3897,75.4923,386.0126,39,174.001220703125,15,0.24063269793987274,0.9375
adagrad,0.00959531316947092,0.8681015367215552,61.4214,74.2929,85.228,7,304.50213623046875,16,0.11764854937791824,0.96875
adam,0.0038370270260380617,0.7933014487979039,61.4278,76.2556,108.2089,9,435.00305175781244,16,0.1001923456788063,0.96875
adamax,0.0074698439598928435,0.6605818791299789,61.4179,72.1214,162.804,14,348.00244140625,16,0.06476645916700363,0.984375
ftrl,0.0015621453255592731,0.04470616910757563,61.3647,73.8765,202.1691,17,348.00244140625,16,0.14310985803604126,0.9427083134651184
nadam,0.0043894133597018655,0.480620884987759,61.44,77.315,110.1936,10,261.0018310546875,16,0.0671820342540741,0.9739583134651184
sgd,0.0019622215160309026,0.100660863284184,61.4125,74.05,144.2648,12,391.5027465820312,16,0.14089582860469818,0.9375
rmsprop,0.0010741514325867056,0.5902774447276367,61.4056,76.7611,102.1383,9,261.0018310546875,15,0.09736128896474838,0.9583333134651184
adadelta,0.00397987262960089,0.9962262256360498,61.3323,73.5698,547.1379,48,261.0018310546875,15,0.36091384291648865,0.8333333134651184
adagrad,0.0007349102047512536,0.5189888067025489,61.3671,73.7686,413.6254,35,304.50213623046875,16,0.1490568369626999,0.953125
adam,0.006283659689195824,0.07719536500019542,61.4286,73.1143,85.1196,7,261.0018310546875,16,0.03238193690776825,0.984375
adamax,0.001757420455520567,0.23233684082363282,61.3409,74.3,126.4119,11,391.5027465820312,16,0.08950251340866089,0.96875
ftrl,0.009239749106677424,0.5093263811740036,61.3071,76.8357,79.1746,7,391.5027465820312,16,0.0934920534491539,0.9791666865348816
nadam,0.006417244516685986,0.06571595467945668,61.4,75.8167,63.8966,6,87.0006103515625,16,0.0857473611831665,0.9635416865348816
sgd,0.007347453947455106,0.06891080691941343,61.4,73.2333,67.0507,6,130.50091552734375,16,0.10304637998342514,0.9895833134651184
rmsprop,0.004337418447315182,0.5967827085424648,61.3714,74.6786,82.2201,7,261.0018310546875,16,0.056855008006095886,0.984375
adadelta,0.008575630392636223,0.7872118663286966,61.4,71.88,363.8884,35,217.50152587890622,15,0.3343001902103424,0.7760416865348816
adagrad,0.0025500937190386635,0.9006485501990997,61.41,76.02,103.9345,10,217.50152587890622,16,0.11964446306228638,0.9635416865348816
adam,0.0008639748176343813,0.8382687691936299,61.3812,74.6656,166.8842,16,174.001220703125,16,0.033380717039108276,0.984375
adamax,0.0009286118319317993,0.5181342667984662,61.3611,74.3167,101.2547,9,391.5027465820312,14,0.0931524708867073,0.9635416865348816
ftrl,0.004327543499668423,0.6445961050728479,61.1778,73.4833,92.1721,9,174.001220703125,15,0.0731692984700203,0.9791666865348816
nadam,0.0074334192502101045,0.229363703060408,61.3214,74.8929,89.0165,7,391.5027465820312,16,0.11276903748512268,0.9635416865348816
sgd,0.007105331583275984,0.6637102224343399,61.3727,74.2318,123.9469,11,304.50213623046875,16,0.09865695983171463,0.9635416865348816
rmsprop,0.003976800680200508,0.6046496638751463,61.3769,73.5808,133.4775,13,130.50091552734375,15,0.13475312292575836,0.984375
adagrad,0.0015136927465469348,0.08141727453103687,70.0933,60.4667,185.6257,15,43.50030517578125,16,0.09401246160268784,0.96875
adam,0.009055465829606073,0.16654360995465944,66.2969,47.8625,250.3816,16,435.00305175781244,16,0.05953388288617134,0.9895833134651184
adamax,0.0027271685533263733,0.9353550980804115,63.2545,42.5455,176.5416,11,174.001220703125,15,0.08746921271085739,0.96875
ftrl,0.006027588398472731,0.9121140023801159,61.8125,32.6062,119.9509,8,261.0018310546875,15,0.13428176939487457,0.953125
nadam,0.006250253118054262,0.992645198577555,68.85,56.4833,91.7782,6,261.0018310546875,15,0.050964925438165665,0.9739583134651184
sgd,0.0016665666505048808,0.21879313549319446,63.2857,42.669,290.0322,21,348.00244140625,16,0.11428118497133255,0.9479166865348816
rmsprop,0.007348600410535116,0.2218022285603659,62.0083,54.0333,155.1996,12,130.50091552734375,16,0.1673099398612976,0.9791666865348816
adadelta,0.008023910673102628,0.32696551864855294,61.314,52.205,649.1103,50,217.50152587890622,16,0.20435965061187744,0.9375
adagrad,0.00483746675549259,0.5852611142879509,63.2167,60.1944,130.8168,9,217.50152587890622,15,0.09449655562639236,0.953125
adam,0.004239745609823728,0.4169317807029521,65.8062,37.7625,118.6924,8,435.00305175781244,16,0.08910787105560303,0.96875
adamax,0.0012510609445752605,0.02336063199366334,57.7375,53.6562,97.275,8,43.50030517578125,16,0.08205406367778778,0.984375
ftrl,0.0021753711660217855,0.7075130265225438,53.9885,53.0423,170.9117,13,304.50213623046875,16,0.11982152611017227,0.9635416865348816
nadam,0.0028216100153585747,0.6677565370263078,62.4,45.6222,133.7762,9,261.0018310546875,16,0.06999793648719788,0.9739583134651184
sgd,0.008407740333450266,0.2573229880474429,65.415,46.03,131.5085,10,261.0018310546875,16,0.08946391940116882,0.9635416865348816
rmsprop,0.004488989858986363,0.029354202196166357,58.8833,52.5056,131.3062,9,391.5027465820312,16,0.04371581971645355,0.984375
adadelta,0.007403843473172886,0.771850671965129,59.0641,54.4547,414.8815,32,304.50213623046875,15,0.2731032073497772,0.8854166865348816
adagrad,0.005130427738269741,0.6188529396101593,58.3708,50.7167,171.9665,12,435.00305175781244,15,0.12312925606966019,0.9427083134651184
adam,0.002396995586220554,0.04921633869113362,59.2333,54.5667,161.5502,12,217.50152587890622,16,0.08826036006212234,0.96875
adamax,0.0017686924363715195,0.8746008346689698,59.0312,51.4,114.9963,8,261.0018310546875,16,0.07355409860610962,0.984375
ftrl,0.00902892667753603,0.9495302513412947,59.5611,42.4778,142.893,9,261.0018310546875,16,0.08744949102401733,0.9739583134651184
nadam,0.003579581780874792,0.4540967506540504,62.425,32.2,109.4318,8,130.50091552734375,16,0.032170359045267105,0.9895833134651184
sgd,0.004159101480361725,0.3367015898516392,56.3292,49.0875,161.4771,12,174.001220703125,15,0.08016204088926315,0.9635416865348816
rmsprop,0.0046845486637256155,0.9698017320325779,61.375,26.05,127.6594,8,261.0018310546875,16,0.6600136756896973,0.9635416865348816
adadelta,0.00738041255810806,0.7435736220891462,57.9162,39.3865,488.8033,37,348.00244140625,14,0.28434064984321594,0.890625
adagrad,0.006690901708611229,0.24286354533566945,55.6571,49.0321,204.0346,14,348.00244140625,16,0.07227704674005508,0.9791666865348816
adam,0.009500658155892463,0.8572572455166516,54.5,46.3071,109.9925,7,435.00305175781244,14,0.10106674581766129,0.9583333134651184
adamax,0.0032947183347887916,0.2478233587428761,60.2056,50.5056,119.718,9,174.001220703125,16,0.06347710639238358,0.9739583134651184
ftrl,0.007121083978168539,0.5936405874764346,61.0688,52.0812,184.9351,16,43.50030517578125,16,0.06765950471162796,0.9791666865348816
nadam,0.0024245792713133607,0.41945070819440033,58.7167,43.9167,86.1839,6,174.001220703125,16,0.03417735546827316,0.9895833134651184
sgd,0.006433517570625621,0.13560375422134718,57.8,48.2864,162.822,11,304.50213623046875,16,0.11215049773454666,0.9583333134651184
rmsprop,0.005720546545846297,0.8851803075044031,56.6071,54.2714,86.3177,7,87.0006103515625,16,0.22502605617046356,0.9791666865348816
adadelta,0.007032813695069347,0.306746767181707,58.9488,51.9721,564.9665,43,217.50152587890622,16,0.2708379924297333,0.8645833134651184
adagrad,0.00023972999052179175,0.2125207793591336,55.168,44.818,355.6091,25,261.0018310546875,13,0.28238382935523987,0.859375
adam,0.006081593493516881,0.19930877202456176,62.85,53.4167,112.1744,9,435.00305175781244,15,0.11151651293039322,0.9739583134651184
adamax,0.0024051118335233755,0.4858477755527022,52.7545,43.0545,157.4251,11,174.001220703125,16,0.07826204597949982,0.9791666865348816
ftrl,0.002177867932312303,0.22510291754502498,60.6938,62.0688,96.0214,8,130.50091552734375,16,0.09221235662698746,0.9895833134651184
nadam,0.00017906892118890497,0.16119175179674383,55.1731,47.9923,170.4265,13,130.50091552734375,15,0.05959272384643555,0.984375
sgd,0.001849261996698466,0.4788355961637555,53.9357,49.7357,166.3902,14,217.50152587890622,16,0.05472216010093689,0.984375
rmsprop,0.004312880715426734,0.2563679069092061,56.8786,50.9357,104.4646,7,435.00305175781244,16,0.1451251357793808,0.9583333134651184
adadelta,0.0016362297146859993,0.045546486123530516,53.2273,42.4477,305.7757,22,217.50152587890622,8,0.6349382996559143,0.671875
adagrad,0.007979350582718363,0.5619450751938061,54.6,52.6917,157.7862,12,217.50152587890622,16,0.0460675023496151,0.9895833134651184
adam,0.0013743367516082362,0.17441272470716362,52.8833,51.4583,90.401,6,174.001220703125,16,0.1100723147392273,0.9479166865348816
adamax,0.0037879760460242003,0.15119409396430405,60.72,48.285,130.2767,10,217.50152587890622,16,0.07857053726911545,0.96875
ftrl,0.004463852382557082,0.7154194654001053,54.9083,50.4333,75.8927,6,43.50030517578125,15,0.11796411126852036,0.984375
nadam,0.00015216668412609542,0.12449321520715828,52.3577,51.0,150.662,13,43.50030517578125,16,0.09302583336830139,0.9635416865348816
sgd,0.00902552447540816,0.7021014936108311,55.6,54.265,136.0554,10,217.50152587890622,16,0.06124990060925484,0.9791666865348816
rmsprop,0.0013335907477200967,0.31540142986190645,53.9875,46.025,108.8094,8,174.001220703125,16,0.04857982322573662,0.9895833134651184
adadelta,0.0009114595473465467,0.8931622328990527,57.2346,48.3038,194.0878,13,391.5027465820312,4,0.8016409873962402,0.4583333432674408
adagrad,0.005854663165934479,0.6044206974044932,56.625,49.7958,151.622,12,130.50091552734375,15,0.10655912756919861,0.96875
adam,0.008713171045037977,0.042021329266630936,50.3167,54.9833,74.9581,6,130.50091552734375,16,0.08540400117635727,0.9739583134651184
adamax,0.00633419215167898,0.06024008428902672,55.2167,50.9583,76.6944,6,43.50030517578125,16,0.05708310008049011,0.984375
ftrl,0.006406118212343836,0.160615055895321,55.9773,56.5409,132.0144,11,87.0006103515625,16,0.060468804091215134,0.9895833134651184
nadam,0.0024849693000519282,0.5550088277323314,59.2812,46.2375,117.2298,8,435.00305175781244,15,0.06554115563631058,0.9895833134651184
sgd,0.00022645799563428964,0.10453912906945129,51.0826,53.5087,305.0119,23,435.00305175781244,16,0.1526726335287094,0.9427083134651184
